trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
168,False,"{'a': 0.5, 'e': 0.8452827805735033}",30,0,-157.06324893902976,"{0: 21, 1: 2, 2: 3, 3: 1, 4: 3}",0
169,False,"{'a': 0.5, 'e': 0.8444374977929298}",25,0,-47.989631488199926,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.8435930602951368}",25,14,-69.4182861208513,"{0: 6, 1: 0, 2: 4, 3: 0, 4: 1}",1
171,False,"{'a': 0.5, 'e': 0.8427494672348417}",20,0,-22.332917690433575,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.8419067177676068}",30,0,-40.97385012770059,"{0: 20, 1: 6, 2: 4, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.8410648110498392}",20,2,-106.91855810011738,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 2}",1
174,False,"{'a': 0.5, 'e': 0.8402237462387894}",30,0,-67.32654550711112,"{0: 21, 1: 4, 2: 3, 3: 2, 4: 0}",0
175,False,"{'a': 0.5, 'e': 0.8393835224925505}",30,0,-156.38596112962549,"{0: 18, 1: 4, 2: 4, 3: 2, 4: 2}",0
176,False,"{'a': 0.5, 'e': 0.838544138970058}",20,6,-32.86954116905837,"{0: 10, 1: 0, 2: 3, 3: 1, 4: 0}",1
177,False,"{'a': 0.5, 'e': 0.8377055948310879}",20,0,-2.3776852341400807,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
178,False,"{'a': 0.5, 'e': 0.8368678892362568}",20,0,-39.176740186763446,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.8360310213470206}",20,0,-120.58899671307651,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
180,False,"{'a': 0.5, 'e': 0.8351949903256736}",25,0,-90.51873469964613,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.8343597953353479}",20,0,-117.14508672984539,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
182,False,"{'a': 0.5, 'e': 0.8335254355400126}",25,0,-42.92601763215829,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
