trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
100,False,"{'a': 0.85, 'e': 0.9969786478821293}",20,0,-56.36271814011959,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
101,False,"{'a': 0.85, 'e': 0.996917333733128}",20,0,-52.79639297684877,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
102,False,"{'a': 0.85, 'e': 0.9968554046354268}",30,0,-188.74918989443185,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
103,False,"{'a': 0.85, 'e': 0.9967928606272266}",20,8,-59.78572679634822,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
104,False,"{'a': 0.85, 'e': 0.9967297017471077}",25,0,-160.66443849084916,"{0: 13, 1: 6, 2: 3, 3: 0, 4: 3}",0
105,False,"{'a': 0.85, 'e': 0.9966659280340299}",20,0,-115.72551003627689,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
106,False,"{'a': 0.85, 'e': 0.9966015395273318}",30,8,-177.40666809167487,"{0: 9, 1: 0, 2: 11, 3: 0, 4: 2}",1
107,False,"{'a': 0.85, 'e': 0.9965365362667313}",25,0,-34.85810362907304,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
108,False,"{'a': 0.85, 'e': 0.9964709182923261}",20,0,-220.4935435218971,"{0: 9, 1: 2, 2: 4, 3: 1, 4: 4}",0
109,False,"{'a': 0.85, 'e': 0.9964046856445924}",20,0,-52.450043402819155,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
110,False,"{'a': 0.85, 'e': 0.9963378383643858}",20,0,-163.7764300748219,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
111,False,"{'a': 0.85, 'e': 0.9962703764929413}",20,0,-56.824084988310666,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
112,False,"{'a': 0.85, 'e': 0.9962023000718725}",20,0,-27.256574917691502,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
113,False,"{'a': 0.85, 'e': 0.9961336091431725}",25,0,-162.17716031754722,"{0: 14, 1: 4, 2: 2, 3: 3, 4: 2}",0
114,False,"{'a': 0.85, 'e': 0.9960643037492132}",20,0,-108.00030092804178,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
115,False,"{'a': 0.85, 'e': 0.9959943839327459}",30,4,-53.476734959111624,"{0: 18, 1: 1, 2: 7, 3: 0, 4: 0}",1
116,False,"{'a': 0.85, 'e': 0.9959238497369003}",25,11,-17.022299658246354,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
117,False,"{'a': 0.85, 'e': 0.9958527012051857}",25,0,-120.46394884236223,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
118,False,"{'a': 0.85, 'e': 0.99578093838149}",25,0,-93.56875325997433,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
119,False,"{'a': 0.85, 'e': 0.9957085613100801}",25,11,-22.06219462312121,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
120,False,"{'a': 0.85, 'e': 0.9956355700356019}",30,10,-120.851091198681,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",1
121,False,"{'a': 0.85, 'e': 0.99556196460308}",20,11,2.75964468134739,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
122,False,"{'a': 0.85, 'e': 0.9954877450579179}",30,0,-133.59455206376995,"{0: 19, 1: 2, 2: 6, 3: 2, 4: 1}",0
123,False,"{'a': 0.85, 'e': 0.9954129114458982}",25,0,-62.50449151091092,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
124,False,"{'a': 0.85, 'e': 0.9953374638131817}",25,0,-168.1640377340893,"{0: 12, 1: 6, 2: 3, 3: 2, 4: 2}",0
125,False,"{'a': 0.85, 'e': 0.9952614022063083}",20,0,-70.5769060623857,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
126,False,"{'a': 0.85, 'e': 0.9951847266721969}",20,0,-73.12188535447689,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
127,False,"{'a': 0.85, 'e': 0.9951074372581447}",20,0,-59.945109799936574,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
128,False,"{'a': 0.85, 'e': 0.9950295340118275}",20,0,-163.26118052610954,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
129,False,"{'a': 0.85, 'e': 0.9949510169813002}",20,0,-147.20003925639986,"{0: 10, 1: 3, 2: 4, 3: 1, 4: 2}",0
130,False,"{'a': 0.85, 'e': 0.9948718862149959}",20,0,-71.15126598045596,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
131,False,"{'a': 0.85, 'e': 0.9947921417617265}",30,0,-147.0240118106776,"{0: 17, 1: 6, 2: 4, 3: 1, 4: 2}",0
132,False,"{'a': 0.85, 'e': 0.9947117836706824}",20,0,-58.20687374962809,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
133,False,"{'a': 0.85, 'e': 0.9946308119914323}",25,0,-94.81819897785815,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
134,False,"{'a': 0.85, 'e': 0.994549226773924}",25,0,-88.12186792671233,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
135,False,"{'a': 0.85, 'e': 0.994467028068483}",25,3,-92.64470617999687,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 2}",1
136,False,"{'a': 0.85, 'e': 0.9943842159258137}",20,0,-87.13907793752375,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
137,False,"{'a': 0.85, 'e': 0.9943007903969989}",20,0,-35.384328153312616,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
138,False,"{'a': 0.85, 'e': 0.9942167515334995}",25,11,-40.69530577906107,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
139,False,"{'a': 0.85, 'e': 0.9941320993871551}",20,0,-49.42595535100004,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
140,False,"{'a': 0.85, 'e': 0.9940468340101831}",30,0,-223.28714702941207,"{0: 16, 1: 1, 2: 8, 3: 2, 4: 3}",0
141,False,"{'a': 0.85, 'e': 0.9939609554551797}",25,0,-80.39325582080727,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
142,False,"{'a': 0.85, 'e': 0.993874463775119}",25,0,-123.60796176387028,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
143,False,"{'a': 0.85, 'e': 0.9937873590233535}",25,0,-68.76094516012664,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
144,False,"{'a': 0.85, 'e': 0.9936996412536138}",20,5,-62.59163093012261,"{0: 8, 1: 1, 2: 5, 3: 1, 4: 0}",1
145,False,"{'a': 0.85, 'e': 0.9936113105200084}",25,0,-90.26290435368945,"{0: 18, 1: 1, 2: 3, 3: 2, 4: 1}",0
146,False,"{'a': 0.85, 'e': 0.9935223668770244}",20,0,-74.55170402483566,"{0: 12, 1: 5, 2: 2, 3: 0, 4: 1}",0
147,False,"{'a': 0.85, 'e': 0.9934328103795266}",25,0,-135.9799130911429,"{0: 12, 1: 1, 2: 9, 3: 3, 4: 0}",0
148,False,"{'a': 0.85, 'e': 0.9933426410827579}",30,16,-25.355983401299735,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
149,False,"{'a': 0.85, 'e': 0.9932518590423394}",25,0,-229.053251179904,"{0: 14, 1: 2, 2: 3, 3: 2, 4: 4}",0
150,False,"{'a': 0.85, 'e': 0.99316046431427}",20,0,-149.28566114879567,"{0: 8, 1: 4, 2: 6, 3: 0, 4: 2}",0
151,False,"{'a': 0.85, 'e': 0.9930684569549263}",20,0,-114.55567621881737,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
152,False,"{'a': 0.85, 'e': 0.9929758370210633}",20,0,-86.6800623987365,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
153,False,"{'a': 0.85, 'e': 0.9928826045698137}",20,0,-97.86961941593273,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
154,False,"{'a': 0.85, 'e': 0.9927887596586877}",20,0,-116.35824676661267,"{0: 11, 1: 5, 2: 0, 3: 3, 4: 1}",0
155,False,"{'a': 0.85, 'e': 0.9926943023455738}",25,0,-86.02233320210715,"{0: 16, 1: 4, 2: 3, 3: 1, 4: 1}",0
156,False,"{'a': 0.85, 'e': 0.9925992326887378}",30,1,-280.6250577193969,"{0: 15, 1: 3, 2: 4, 3: 2, 4: 5}",1
157,False,"{'a': 0.85, 'e': 0.9925035507468237}",25,0,-161.2654698671928,"{0: 11, 1: 5, 2: 5, 3: 3, 4: 1}",0
158,False,"{'a': 0.85, 'e': 0.9924072565788528}",20,0,-81.75704203532617,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
159,False,"{'a': 0.85, 'e': 0.9923103502442241}",20,0,-90.36999022972468,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
160,False,"{'a': 0.85, 'e': 0.9922128318027144}",20,0,-119.81989426416993,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
161,False,"{'a': 0.85, 'e': 0.9921147013144779}",20,0,-23.198494074237832,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
162,False,"{'a': 0.85, 'e': 0.9920159588400463}",30,0,-103.36707268181756,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
163,False,"{'a': 0.85, 'e': 0.9919166044403294}",20,0,-83.55615733719897,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
164,False,"{'a': 0.85, 'e': 0.9918166381766134}",20,0,-109.49217978119084,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
165,False,"{'a': 0.85, 'e': 0.9917160601105629}",20,0,-63.546277153499325,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
166,False,"{'a': 0.85, 'e': 0.9916148703042192}",20,0,-94.89670142050142,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
167,False,"{'a': 0.85, 'e': 0.9915130688200017}",30,0,-191.7678417022512,"{0: 17, 1: 4, 2: 5, 3: 1, 4: 3}",0
168,False,"{'a': 0.85, 'e': 0.9914106557207062}",25,0,-137.6207988633582,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
169,False,"{'a': 0.85, 'e': 0.9913076310695066}",20,0,-138.35618547549336,"{0: 10, 1: 2, 2: 4, 3: 3, 4: 1}",0
170,False,"{'a': 0.85, 'e': 0.9912039949299534}",20,0,-93.34393384539422,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
